Date,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2019-11-02,2019-20,Aston Villa,Liverpool,1,2,A
2019-11-02,2019-20,Brighton,Norwich,2,0,H
2019-11-02,2019-20,Man City,Southampton,2,1,H
2019-11-02,2019-20,Sheffield United,Burnley,3,0,H
2019-11-02,2019-20,West Ham,Newcastle,2,3,A
2019-11-02,2019-20,Watford,Chelsea,1,2,A
2019-11-03,2019-20,Crystal Palace,Leicester,0,2,A
2019-11-03,2019-20,Everton,Tottenham,1,1,D
2019-11-08,2019-20,Norwich,Watford,0,2,A
2019-11-09,2019-20,Chelsea,Crystal Palace,2,0,H
2019-11-09,2019-20,Burnley,West Ham,3,0,H
2019-11-09,2019-20,Newcastle,Bournemouth,2,1,H
2019-11-09,2019-20,Southampton,Everton,1,2,A
2019-11-09,2019-20,Tottenham,Sheffield United,1,1,D
2019-11-09,2019-20,Leicester,Arsenal,2,0,H
2019-11-10,2019-20,Man United,Brighton,3,1,H
2019-11-10,2019-20,Wolves,Aston Villa,2,1,H
2019-11-10,2019-20,Liverpool,Man City,3,1,H
2019-11-23,2019-20,West Ham,Tottenham,2,3,A
2019-11-23,2019-20,Arsenal,Southampton,2,2,D
2019-11-23,2019-20,Bournemouth,Wolves,1,2,A
2019-11-23,2019-20,Brighton,Leicester,0,2,A
2019-11-23,2019-20,Crystal Palace,Liverpool,1,2,A
2019-11-23,2019-20,Everton,Norwich,0,2,A
2019-11-23,2019-20,Watford,Burnley,0,3,A
2019-11-23,2019-20,Man City,Chelsea,2,1,H
2019-11-24,2019-20,Sheffield United,Man United,3,3,D
2019-11-25,2019-20,Aston Villa,Newcastle,2,0,H
2019-11-30,2019-20,Newcastle,Man City,2,2,D
2019-11-30,2019-20,Burnley,Crystal Palace,0,2,A
2019-11-30,2019-20,Chelsea,West Ham,0,1,A
2019-11-30,2019-20,Liverpool,Brighton,2,1,H
2019-11-30,2019-20,Tottenham,Bournemouth,3,2,H
2019-11-30,2019-20,Southampton,Watford,2,1,H
2019-12-01,2019-20,Norwich,Arsenal,2,2,D
2019-12-01,2019-20,Wolves,Sheffield United,1,1,D
2019-12-01,2019-20,Leicester,Everton,2,1,H
2019-12-01,2019-20,Man United,Aston Villa,2,2,D
2019-12-03,2019-20,Crystal Palace,Bournemouth,1,0,H
2019-12-03,2019-20,Burnley,Man City,1,4,A
2019-12-04,2019-20,Chelsea,Aston Villa,2,1,H
2019-12-04,2019-20,Leicester,Watford,2,0,H
2019-12-04,2019-20,Man United,Tottenham,2,1,H
2019-12-04,2019-20,Southampton,Norwich,2,1,H
2019-12-04,2019-20,Wolves,West Ham,2,0,H
2019-12-04,2019-20,Liverpool,Everton,5,2,H
2019-12-05,2019-20,Sheffield United,Newcastle,0,2,A
2019-12-05,2019-20,Arsenal,Brighton,1,2,A
2019-12-07,2019-20,Everton,Chelsea,3,1,H
2019-12-07,2019-20,Bournemouth,Liverpool,0,3,A
2019-12-07,2019-20,Tottenham,Burnley,5,0,H
2019-12-07,2019-20,Watford,Crystal Palace,0,0,D
2019-12-07,2019-20,Man City,Man United,1,2,A
2019-12-08,2019-20,Aston Villa,Leicester,1,4,A
2019-12-08,2019-20,Newcastle,Southampton,2,1,H
2019-12-08,2019-20,Norwich,Sheffield United,1,2,A
2019-12-08,2019-20,Brighton,Wolves,2,2,D
2019-12-09,2019-20,West Ham,Arsenal,1,3,A
2019-12-14,2019-20,Liverpool,Watford,2,0,H
2019-12-14,2019-20,Burnley,Newcastle,1,0,H
2019-12-14,2019-20,Chelsea,Bournemouth,0,1,A
2019-12-14,2019-20,Leicester,Norwich,1,1,D
2019-12-14,2019-20,Sheffield United,Aston Villa,2,0,H
2019-12-14,2019-20,Southampton,West Ham,0,1,A
2019-12-15,2019-20,Man United,Everton,1,1,D
2019-12-15,2019-20,Wolves,Tottenham,1,2,A
2019-12-15,2019-20,Arsenal,Man City,0,3,A
2019-12-16,2019-20,Crystal Palace,Brighton,1,1,D
2019-12-21,2019-20,Everton,Arsenal,0,0,D
2019-12-21,2019-20,Aston Villa,Southampton,1,3,A
2019-12-21,2019-20,Bournemouth,Burnley,0,1,A
2019-12-21,2019-20,Brighton,Sheffield United,0,1,A
2019-12-21,2019-20,Newcastle,Crystal Palace,1,0,H
2019-12-21,2019-20,Norwich,Wolves,1,2,A
2019-12-21,2019-20,Man City,Leicester,3,1,H
2019-12-22,2019-20,Watford,Man United,2,0,H
2019-12-22,2019-20,Tottenham,Chelsea,0,2,A
2019-12-26,2019-20,Tottenham,Brighton,2,1,H
2019-12-26,2019-20,Aston Villa,Norwich,1,0,H
2019-12-26,2019-20,Bournemouth,Arsenal,1,1,D
2019-12-26,2019-20,Chelsea,Southampton,0,2,A
2019-12-26,2019-20,Crystal Palace,West Ham,2,1,H
2019-12-26,2019-20,Everton,Burnley,1,0,H
2019-12-26,2019-20,Sheffield United,Watford,1,1,D
2019-12-26,2019-20,Man United,Newcastle,4,1,H
2019-12-26,2019-20,Leicester,Liverpool,0,4,A
2019-12-27,2019-20,Wolves,Man City,3,2,H
2019-12-28,2019-20,Brighton,Bournemouth,2,0,H
2019-12-28,2019-20,Newcastle,Everton,1,2,A
2019-12-28,2019-20,Southampton,Crystal Palace,1,1,D
2019-12-28,2019-20,Watford,Aston Villa,3,0,H
2019-12-28,2019-20,Norwich,Tottenham,2,2,D
2019-12-28,2019-20,West Ham,Leicester,1,2,A
2019-12-28,2019-20,Burnley,Man United,0,2,A
2019-12-29,2019-20,Arsenal,Chelsea,1,2,A
2019-12-29,2019-20,Liverpool,Wolves,1,0,H
2019-12-29,2019-20,Man City,Sheffield United,2,0,H
2020-01-01,2019-20,Brighton,Chelsea,1,1,D
2020-01-01,2019-20,Burnley,Aston Villa,1,2,A
2020-01-01,2019-20,Newcastle,Leicester,0,3,A
2020-01-01,2019-20,Southampton,Tottenham,1,0,H
2020-01-01,2019-20,Watford,Wolves,2,1,H
2020-01-01,2019-20,Man City,Everton,2,1,H
2020-01-01,2019-20,Norwich,Crystal Palace,1,1,D
2020-01-01,2019-20,West Ham,Bournemouth,4,0,H
2020-01-01,2019-20,Arsenal,Man United,2,0,H
2020-01-02,2019-20,Liverpool,Sheffield United,2,0,H
2020-01-10,2019-20,Sheffield United,West Ham,1,0,H
2020-01-11,2019-20,Crystal Palace,Arsenal,1,1,D
2020-01-11,2019-20,Chelsea,Burnley,3,0,H
2020-01-11,2019-20,Everton,Brighton,1,0,H
2020-01-11,2019-20,Leicester,Southampton,1,2,A
2020-01-11,2019-20,Man United,Norwich,4,0,H
2020-01-11,2019-20,Wolves,Newcastle,1,1,D
2020-01-11,2019-20,Tottenham,Liverpool,0,1,A
2020-01-12,2019-20,Bournemouth,Watford,0,3,A
2020-01-12,2019-20,Aston Villa,Man City,1,6,A
2020-01-18,2019-20,Watford,Tottenham,0,0,D
2020-01-18,2019-20,Arsenal,Sheffield United,1,1,D
2020-01-18,2019-20,Brighton,Aston Villa,1,1,D
2020-01-18,2019-20,Man City,Crystal Palace,2,2,D
2020-01-18,2019-20,Norwich,Bournemouth,1,0,H
2020-01-18,2019-20,Southampton,Wolves,2,3,A
2020-01-18,2019-20,West Ham,Everton,1,1,D
2020-01-18,2019-20,Newcastle,Chelsea,1,0,H
2020-01-19,2019-20,Burnley,Leicester,2,1,H
2020-01-19,2019-20,Liverpool,Man United,2,0,H
2020-01-21,2019-20,Aston Villa,Watford,2,1,H
2020-01-21,2019-20,Bournemouth,Brighton,3,1,H
2020-01-21,2019-20,Crystal Palace,Southampton,0,2,A
2020-01-21,2019-20,Everton,Newcastle,2,2,D
2020-01-21,2019-20,Sheffield United,Man City,0,1,A
2020-01-21,2019-20,Chelsea,Arsenal,2,2,D
2020-01-22,2019-20,Leicester,West Ham,4,1,H
2020-01-22,2019-20,Tottenham,Norwich,2,1,H
2020-01-22,2019-20,Man United,Burnley,0,2,A
2020-01-23,2019-20,Wolves,Liverpool,1,2,A
2020-01-29,2019-20,West Ham,Liverpool,0,2,A
2020-02-01,2019-20,Leicester,Chelsea,2,2,D
2020-02-01,2019-20,Bournemouth,Aston Villa,2,1,H
2020-02-01,2019-20,Crystal Palace,Sheffield United,0,1,A
2020-02-01,2019-20,Liverpool,Southampton,4,0,H
2020-02-01,2019-20,Newcastle,Norwich,0,0,D
2020-02-01,2019-20,Watford,Everton,2,3,A
2020-02-01,2019-20,West Ham,Brighton,3,3,D
2020-02-01,2019-20,Man United,Wolves,0,0,D
2020-02-02,2019-20,Burnley,Arsenal,0,0,D
2020-02-02,2019-20,Tottenham,Man City,2,0,H
2020-02-08,2019-20,Everton,Crystal Palace,3,1,H
2020-02-08,2019-20,Brighton,Watford,1,1,D
2020-02-09,2019-20,Sheffield United,Bournemouth,2,1,H
2020-02-14,2019-20,Wolves,Leicester,0,0,D
2020-02-15,2019-20,Southampton,Burnley,1,2,A
2020-02-15,2019-20,Norwich,Liverpool,0,1,A
2020-02-16,2019-20,Aston Villa,Tottenham,2,3,A
2020-02-16,2019-20,Arsenal,Newcastle,4,0,H
2020-02-17,2019-20,Chelsea,Man United,0,2,A
2020-02-19,2019-20,Man City,West Ham,2,0,H
2020-02-22,2019-20,Chelsea,Tottenham,2,1,H
2020-02-22,2019-20,Burnley,Bournemouth,3,0,H
2020-02-22,2019-20,Crystal Palace,Newcastle,1,0,H
2020-02-22,2019-20,Sheffield United,Brighton,1,1,D
2020-02-22,2019-20,Southampton,Aston Villa,2,0,H
2020-02-22,2019-20,Leicester,Man City,0,1,A
2020-02-23,2019-20,Man United,Watford,3,0,H
2020-02-23,2019-20,Wolves,Norwich,3,0,H
2020-02-23,2019-20,Arsenal,Everton,3,2,H
2020-02-24,2019-20,Liverpool,West Ham,3,2,H
2020-02-28,2019-20,Norwich,Leicester,1,0,H
2020-02-29,2019-20,Brighton,Crystal Palace,0,1,A
2020-02-29,2019-20,Bournemouth,Chelsea,2,2,D
2020-02-29,2019-20,Newcastle,Burnley,0,0,D
2020-02-29,2019-20,West Ham,Southampton,3,1,H
2020-02-29,2019-20,Watford,Liverpool,3,0,H
2020-03-01,2019-20,Everton,Man United,1,1,D
2020-03-01,2019-20,Tottenham,Wolves,2,3,A
2020-03-07,2019-20,Liverpool,Bournemouth,2,1,H
2020-03-07,2019-20,Arsenal,West Ham,1,0,H
2020-03-07,2019-20,Crystal Palace,Watford,1,0,H
2020-03-07,2019-20,Sheffield United,Norwich,1,0,H
2020-03-07,2019-20,Southampton,Newcastle,0,1,A
2020-03-07,2019-20,Wolves,Brighton,0,0,D
2020-03-07,2019-20,Burnley,Tottenham,1,1,D
2020-03-08,2019-20,Chelsea,Everton,4,0,H
2020-03-08,2019-20,Man United,Man City,2,0,H
2020-03-09,2019-20,Leicester,Aston Villa,4,0,H
2020-06-17,2019-20,Aston Villa,Sheffield United,0,0,D
2020-06-17,2019-20,Man City,Arsenal,3,0,H
2020-06-19,2019-20,Norwich,Southampton,0,3,A
2020-06-19,2019-20,Tottenham,Man United,1,1,D
2020-06-20,2019-20,Watford,Leicester,1,1,D
2020-06-20,2019-20,Brighton,Arsenal,2,1,H
2020-06-20,2019-20,West Ham,Wolves,0,2,A
2020-06-20,2019-20,Bournemouth,Crystal Palace,0,2,A
2020-06-21,2019-20,Newcastle,Sheffield United,3,0,H
2020-06-21,2019-20,Aston Villa,Chelsea,1,2,A
2020-06-21,2019-20,Everton,Liverpool,0,0,D
2020-06-22,2019-20,Man City,Burnley,5,0,H
2020-06-23,2019-20,Leicester,Brighton,0,0,D
2020-06-23,2019-20,Tottenham,West Ham,2,0,H
2020-06-24,2019-20,Man United,Sheffield United,3,0,H
2020-06-24,2019-20,Newcastle,Aston Villa,1,1,D
2020-06-24,2019-20,Norwich,Everton,0,1,A
2020-06-24,2019-20,Wolves,Bournemouth,1,0,H
2020-06-24,2019-20,Liverpool,Crystal Palace,4,0,H
2020-06-25,2019-20,Burnley,Watford,1,0,H
2020-06-25,2019-20,Southampton,Arsenal,0,2,A
2020-06-25,2019-20,Chelsea,Man City,2,1,H
2020-06-27,2019-20,Aston Villa,Wolves,0,1,A
2020-06-28,2019-20,Watford,Southampton,1,3,A
2020-06-29,2019-20,Crystal Palace,Burnley,0,1,A
2020-06-30,2019-20,Brighton,Man United,0,3,A
2020-07-01,2019-20,Arsenal,Norwich,4,0,H
2020-07-01,2019-20,Bournemouth,Newcastle,1,4,A
2020-07-01,2019-20,Everton,Leicester,2,1,H
2020-07-01,2019-20,West Ham,Chelsea,3,2,H
2020-07-02,2019-20,Sheffield United,Tottenham,3,1,H
2020-07-02,2019-20,Man City,Liverpool,4,0,H
2020-07-04,2019-20,Norwich,Brighton,0,1,A
2020-07-04,2019-20,Leicester,Crystal Palace,3,0,H
2020-07-04,2019-20,Man United,Bournemouth,5,2,H
2020-07-04,2019-20,Wolves,Arsenal,0,2,A
2020-07-04,2019-20,Chelsea,Watford,3,0,H
2020-07-05,2019-20,Burnley,Sheffield United,1,1,D
2020-07-05,2019-20,Newcastle,West Ham,2,2,D
2020-07-05,2019-20,Liverpool,Aston Villa,2,0,H
2020-07-05,2019-20,Southampton,Man City,1,0,H
2020-07-06,2019-20,Tottenham,Everton,1,0,H
2020-07-07,2019-20,Crystal Palace,Chelsea,2,3,A
2020-07-07,2019-20,Watford,Norwich,2,1,H
2020-07-07,2019-20,Arsenal,Leicester,1,1,D
2020-07-08,2019-20,Man City,Newcastle,5,0,H
2020-07-08,2019-20,Sheffield United,Wolves,1,0,H
2020-07-08,2019-20,West Ham,Burnley,0,1,A
2020-07-08,2019-20,Brighton,Liverpool,1,3,A
2020-07-09,2019-20,Bournemouth,Tottenham,0,0,D
2020-07-09,2019-20,Everton,Southampton,1,1,D
2020-07-09,2019-20,Aston Villa,Man United,0,3,A
2020-07-11,2019-20,Norwich,West Ham,0,4,A
2020-07-11,2019-20,Watford,Newcastle,2,1,H
2020-07-11,2019-20,Liverpool,Burnley,1,1,D
2020-07-11,2019-20,Sheffield United,Chelsea,3,0,H
2020-07-11,2019-20,Brighton,Man City,0,5,A
2020-07-12,2019-20,Wolves,Everton,3,0,H
2020-07-12,2019-20,Aston Villa,Crystal Palace,2,0,H
2020-07-12,2019-20,Tottenham,Arsenal,2,1,H
2020-07-12,2019-20,Bournemouth,Leicester,4,1,H
2020-07-13,2019-20,Man United,Southampton,2,2,D
2020-07-14,2019-20,Chelsea,Norwich,1,0,H
2020-07-15,2019-20,Burnley,Wolves,1,1,D
2020-07-15,2019-20,Man City,Bournemouth,2,1,H
2020-07-15,2019-20,Newcastle,Tottenham,1,3,A
2020-07-15,2019-20,Arsenal,Liverpool,2,1,H
2020-07-16,2019-20,Everton,Aston Villa,1,1,D
2020-07-16,2019-20,Leicester,Sheffield United,2,0,H
2020-07-16,2019-20,Crystal Palace,Man United,0,2,A
2020-07-16,2019-20,Southampton,Brighton,1,1,D
2020-07-17,2019-20,West Ham,Watford,3,1,H
2020-07-18,2019-20,Norwich,Burnley,0,2,A
2020-07-19,2019-20,Bournemouth,Southampton,0,2,A
2020-07-19,2019-20,Tottenham,Leicester,3,0,H
2020-07-20,2019-20,Brighton,Newcastle,0,0,D
2020-07-20,2019-20,Sheffield United,Everton,0,1,A
2020-07-20,2019-20,Wolves,Crystal Palace,2,0,H
2020-07-21,2019-20,Watford,Man City,0,4,A
2020-07-21,2019-20,Aston Villa,Arsenal,1,0,H
2020-07-22,2019-20,Man United,West Ham,1,1,D
2020-07-22,2019-20,Liverpool,Chelsea,5,3,H
2020-07-26,2019-20,Arsenal,Watford,3,2,H
2020-07-26,2019-20,Burnley,Brighton,1,2,A
2020-07-26,2019-20,Chelsea,Wolves,2,0,H
2020-07-26,2019-20,Crystal Palace,Tottenham,1,1,D
2020-07-26,2019-20,Everton,Bournemouth,1,3,A
2020-07-26,2019-20,Leicester,Man United,0,2,A
2020-07-26,2019-20,Man City,Norwich,5,0,H
2020-07-26,2019-20,Newcastle,Liverpool,1,3,A
2020-07-26,2019-20,Southampton,Sheffield United,3,1,H
2020-07-26,2019-20,West Ham,Aston Villa,1,1,D
2020-09-12,2020-21,Fulham,Arsenal,0,3,A
2020-09-12,2020-21,Crystal Palace,Southampton,1,0,H
2020-09-12,2020-21,Liverpool,Leeds,4,3,H
2020-09-12,2020-21,West Ham,Newcastle,0,2,A
2020-09-13,2020-21,West Brom,Leicester,0,3,A
2020-09-13,2020-21,Tottenham,Everton,0,1,A
2020-09-14,2020-21,Brighton,Chelsea,1,3,A
2020-09-14,2020-21,Sheffield United,Wolves,0,2,A
2020-09-19,2020-21,Everton,West Brom,5,2,H
2020-09-19,2020-21,Leeds,Fulham,4,3,H
2020-09-19,2020-21,Man United,Crystal Palace,1,3,A
2020-09-19,2020-21,Arsenal,West Ham,2,1,H
2020-09-20,2020-21,Southampton,Tottenham,2,5,A
2020-09-20,2020-21,Newcastle,Brighton,0,3,A
2020-09-20,2020-21,Chelsea,Liverpool,0,2,A
2020-09-20,2020-21,Leicester,Burnley,4,2,H
2020-09-21,2020-21,Aston Villa,Sheffield United,1,0,H
2020-09-21,2020-21,Wolves,Man City,1,3,A
2020-09-26,2020-21,Brighton,Man United,2,3,A
2020-09-26,2020-21,Crystal Palace,Everton,1,2,A
2020-09-26,2020-21,West Brom,Chelsea,3,3,D
2020-09-26,2020-21,Burnley,Southampton,0,1,A
2020-09-27,2020-21,Sheffield United,Leeds,0,1,A
2020-09-27,2020-21,Tottenham,Newcastle,1,1,D
2020-09-27,2020-21,Man City,Leicester,2,5,A
2020-09-27,2020-21,West Ham,Wolves,4,0,H
2020-09-28,2020-21,Fulham,Aston Villa,0,3,A
2020-09-28,2020-21,Liverpool,Arsenal,3,1,H
2020-10-03,2020-21,Chelsea,Crystal Palace,4,0,H
2020-10-03,2020-21,Everton,Brighton,4,2,H
2020-10-03,2020-21,Leeds,Man City,1,1,D
2020-10-03,2020-21,Newcastle,Burnley,3,1,H
2020-10-04,2020-21,Leicester,West Ham,0,3,A
2020-10-04,2020-21,Southampton,West Brom,2,0,H
2020-10-04,2020-21,Arsenal,Sheffield United,2,1,H
2020-10-04,2020-21,Wolves,Fulham,1,0,H
2020-10-04,2020-21,Man United,Tottenham,1,6,A
2020-10-04,2020-21,Aston Villa,Liverpool,7,2,H
2020-10-17,2020-21,Everton,Liverpool,2,2,D
2020-10-17,2020-21,Chelsea,Southampton,3,3,D
2020-10-17,2020-21,Man City,Arsenal,1,0,H
2020-10-17,2020-21,Newcastle,Man United,1,4,A
2020-10-18,2020-21,Sheffield United,Fulham,1,1,D
2020-10-18,2020-21,Crystal Palace,Brighton,1,1,D
2020-10-18,2020-21,Tottenham,West Ham,3,3,D
2020-10-18,2020-21,Leicester,Aston Villa,0,1,A
2020-10-19,2020-21,West Brom,Burnley,0,0,D
2020-10-19,2020-21,Leeds,Wolves,0,1,A
2020-10-23,2020-21,Aston Villa,Leeds,0,3,A
2020-10-24,2020-21,West Ham,Man City,1,1,D
2020-10-24,2020-21,Fulham,Crystal Palace,1,2,A
2020-10-24,2020-21,Man United,Chelsea,0,0,D
2020-10-24,2020-21,Liverpool,Sheffield United,2,1,H
2020-10-25,2020-21,Southampton,Everton,2,0,H
2020-10-25,2020-21,Wolves,Newcastle,1,1,D
2020-10-25,2020-21,Arsenal,Leicester,0,1,A
2020-10-26,2020-21,Brighton,West Brom,1,1,D
2020-10-26,2020-21,Burnley,Tottenham,0,1,A
2020-10-30,2020-21,Wolves,Crystal Palace,2,0,H
2020-10-31,2020-21,Sheffield United,Man City,0,1,A
2020-10-31,2020-21,Burnley,Chelsea,0,3,A
2020-10-31,2020-21,Liverpool,West Ham,2,1,H
2020-11-01,2020-21,Aston Villa,Southampton,3,4,A
2020-11-01,2020-21,Newcastle,Everton,2,1,H
2020-11-01,2020-21,Man United,Arsenal,0,1,A
2020-11-01,2020-21,Tottenham,Brighton,2,1,H
2020-11-02,2020-21,Fulham,West Brom,2,0,H
2020-11-02,2020-21,Leeds,Leicester,1,4,A
2020-11-06,2020-21,Brighton,Burnley,0,0,D
2020-11-06,2020-21,Southampton,Newcastle,2,0,H
2020-11-07,2020-21,Everton,Man United,1,3,A
2020-11-07,2020-21,Crystal Palace,Leeds,4,1,H
2020-11-07,2020-21,Chelsea,Sheffield United,4,1,H
2020-11-07,2020-21,West Ham,Fulham,1,0,H
2020-11-08,2020-21,West Brom,Tottenham,0,1,A
2020-11-08,2020-21,Leicester,Wolves,1,0,H
2020-11-08,2020-21,Man City,Liverpool,1,1,D
2020-11-08,2020-21,Arsenal,Aston Villa,0,3,A
2020-11-21,2020-21,Newcastle,Chelsea,0,2,A
2020-11-21,2020-21,Aston Villa,Brighton,1,2,A
2020-11-21,2020-21,Tottenham,Man City,2,0,H
2020-11-21,2020-21,Man United,West Brom,1,0,H
2020-11-22,2020-21,Fulham,Everton,2,3,A
2020-11-22,2020-21,Sheffield United,West Ham,0,1,A
2020-11-22,2020-21,Leeds,Arsenal,0,0,D
2020-11-22,2020-21,Liverpool,Leicester,3,0,H
2020-11-23,2020-21,Burnley,Crystal Palace,1,0,H
2020-11-23,2020-21,Wolves,Southampton,1,1,D
2020-11-27,2020-21,Crystal Palace,Newcastle,0,2,A
2020-11-28,2020-21,Brighton,Liverpool,1,1,D
2020-11-28,2020-21,Man City,Burnley,5,0,H
2020-11-28,2020-21,Everton,Leeds,0,1,A
2020-11-28,2020-21,West Brom,Sheffield United,1,0,H
2020-11-29,2020-21,Southampton,Man United,2,3,A
2020-11-29,2020-21,Chelsea,Tottenham,0,0,D
2020-11-29,2020-21,Arsenal,Wolves,1,2,A
2020-11-30,2020-21,Leicester,Fulham,1,2,A
2020-11-30,2020-21,West Ham,Aston Villa,2,1,H
2020-12-05,2020-21,Burnley,Everton,1,1,D
2020-12-05,2020-21,Man City,Fulham,2,0,H
2020-12-05,2020-21,West Ham,Man United,1,3,A
2020-12-05,2020-21,Chelsea,Leeds,3,1,H
2020-12-06,2020-21,West Brom,Crystal Palace,1,5,A
2020-12-06,2020-21,Sheffield United,Leicester,1,2,A
2020-12-06,2020-21,Tottenham,Arsenal,2,0,H
2020-12-06,2020-21,Liverpool,Wolves,4,0,H
2020-12-07,2020-21,Brighton,Southampton,1,2,A
2020-12-11,2020-21,Leeds,West Ham,1,2,A
2020-12-12,2020-21,Wolves,Aston Villa,0,1,A
2020-12-12,2020-21,Newcastle,West Brom,2,1,H
2020-12-12,2020-21,Man United,Man City,0,0,D
2020-12-12,2020-21,Everton,Chelsea,1,0,H
2020-12-13,2020-21,Southampton,Sheffield United,3,0,H
2020-12-13,2020-21,Crystal Palace,Tottenham,1,1,D
2020-12-13,2020-21,Fulham,Liverpool,1,1,D
2020-12-13,2020-21,Arsenal,Burnley,0,1,A
2020-12-13,2020-21,Leicester,Brighton,3,0,H
2020-12-15,2020-21,Wolves,Chelsea,2,1,H
2020-12-15,2020-21,Man City,West Brom,1,1,D
2020-12-16,2020-21,Arsenal,Southampton,1,1,D
2020-12-16,2020-21,Leeds,Newcastle,5,2,H
2020-12-16,2020-21,Leicester,Everton,0,2,A
2020-12-16,2020-21,Fulham,Brighton,0,0,D
2020-12-16,2020-21,Liverpool,Tottenham,2,1,H
2020-12-16,2020-21,West Ham,Crystal Palace,1,1,D
2020-12-17,2020-21,Aston Villa,Burnley,0,0,D
2020-12-17,2020-21,Sheffield United,Man United,2,3,A
2020-12-19,2020-21,Crystal Palace,Liverpool,0,7,A
2020-12-19,2020-21,Southampton,Man City,0,1,A
2020-12-19,2020-21,Everton,Arsenal,2,1,H
2020-12-19,2020-21,Newcastle,Fulham,1,1,D
2020-12-20,2020-21,Brighton,Sheffield United,1,1,D
2020-12-20,2020-21,Tottenham,Leicester,0,2,A
2020-12-20,2020-21,Man United,Leeds,6,2,H
2020-12-20,2020-21,West Brom,Aston Villa,0,3,A
2020-12-21,2020-21,Burnley,Wolves,2,1,H
2020-12-21,2020-21,Chelsea,West Ham,3,0,H
2020-12-26,2020-21,Leicester,Man United,2,2,D
2020-12-26,2020-21,Aston Villa,Crystal Palace,3,0,H
2020-12-26,2020-21,Fulham,Southampton,0,0,D
2020-12-26,2020-21,Arsenal,Chelsea,3,1,H
2020-12-26,2020-21,Man City,Newcastle,2,0,H
2020-12-26,2020-21,Sheffield United,Everton,0,1,A
2020-12-27,2020-21,Leeds,Burnley,1,0,H
2020-12-27,2020-21,West Ham,Brighton,2,2,D
2020-12-27,2020-21,Liverpool,West Brom,1,1,D
2020-12-27,2020-21,Wolves,Tottenham,1,1,D
2020-12-28,2020-21,Crystal Palace,Leicester,1,1,D
2020-12-28,2020-21,Chelsea,Aston Villa,1,1,D
2020-12-29,2020-21,Brighton,Arsenal,0,1,A
2020-12-29,2020-21,Burnley,Sheffield United,1,0,H
2020-12-29,2020-21,Southampton,West Ham,0,0,D
2020-12-29,2020-21,West Brom,Leeds,0,5,A
2020-12-29,2020-21,Man United,Wolves,1,0,H
2020-12-30,2020-21,Newcastle,Liverpool,0,0,D
2021-01-01,2020-21,Everton,West Ham,0,1,A
2021-01-01,2020-21,Man United,Aston Villa,2,1,H
2021-01-02,2020-21,Tottenham,Leeds,3,0,H
2021-01-02,2020-21,Crystal Palace,Sheffield United,2,0,H
2021-01-02,2020-21,Brighton,Wolves,3,3,D
2021-01-02,2020-21,West Brom,Arsenal,0,4,A
2021-01-03,2020-21,Newcastle,Leicester,1,2,A
2021-01-03,2020-21,Chelsea,Man City,1,3,A
2021-01-04,2020-21,Southampton,Liverpool,1,0,H
2021-01-12,2020-21,Sheffield United,Newcastle,1,0,H
2021-01-12,2020-21,Burnley,Man United,0,1,A
2021-01-12,2020-21,Wolves,Everton,1,2,A
2021-01-13,2020-21,Man City,Brighton,1,0,H
2021-01-13,2020-21,Tottenham,Fulham,1,1,D
2021-01-14,2020-21,Arsenal,Crystal Palace,0,0,D
2021-01-16,2020-21,Wolves,West Brom,2,3,A
2021-01-16,2020-21,Leeds,Brighton,0,1,A
2021-01-16,2020-21,West Ham,Burnley,1,0,H
2021-01-16,2020-21,Fulham,Chelsea,0,1,A
2021-01-16,2020-21,Leicester,Southampton,2,0,H
2021-01-17,2020-21,Sheffield United,Tottenham,1,3,A
2021-01-17,2020-21,Liverpool,Man United,0,0,D
2021-01-17,2020-21,Man City,Crystal Palace,4,0,H
2021-01-18,2020-21,Arsenal,Newcastle,3,0,H
2021-01-19,2020-21,West Ham,West Brom,2,1,H
2021-01-19,2020-21,Leicester,Chelsea,2,0,H
2021-01-20,2020-21,Man City,Aston Villa,2,0,H
2021-01-20,2020-21,Fulham,Man United,1,2,A
2021-01-21,2020-21,Liverpool,Burnley,0,1,A
2021-01-23,2020-21,Aston Villa,Newcastle,2,0,H
2021-01-26,2020-21,Crystal Palace,West Ham,2,3,A
2021-01-26,2020-21,Newcastle,Leeds,1,2,A
2021-01-26,2020-21,Southampton,Arsenal,1,3,A
2021-01-26,2020-21,West Brom,Man City,0,5,A
2021-01-27,2020-21,Burnley,Aston Villa,3,2,H
2021-01-27,2020-21,Chelsea,Wolves,0,0,D
2021-01-27,2020-21,Brighton,Fulham,0,0,D
2021-01-27,2020-21,Everton,Leicester,1,1,D
2021-01-27,2020-21,Man United,Sheffield United,1,2,A
2021-01-28,2020-21,Tottenham,Liverpool,1,3,A
2021-01-30,2020-21,Everton,Newcastle,0,2,A
2021-01-30,2020-21,Crystal Palace,Wolves,1,0,H
2021-01-30,2020-21,Man City,Sheffield United,1,0,H
2021-01-30,2020-21,West Brom,Fulham,2,2,D
2021-01-30,2020-21,Arsenal,Man United,0,0,D
2021-01-30,2020-21,Southampton,Aston Villa,0,1,A
2021-01-31,2020-21,Chelsea,Burnley,2,0,H
2021-01-31,2020-21,Leicester,Leeds,1,3,A
2021-01-31,2020-21,West Ham,Liverpool,1,3,A
